,Name,Spec,parx,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,BV,MV,BC,L,coords,pmra,pmdec,rv,Binary_Cut,MsEst,MsTrue,int_comp
896,HIP 69414,G8V,45.351473922902485,0.0,7.779999999999999,7.05,0.0,0.0,5.737,5.376,5.3,22.05,0.73,5.3329570309807135,-1.7199999999999998,0.7,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (213.18888855, -3.31930089, 22.05)>",-160.7,-322.1,0.0,False,0.9737920855290706,0.9360443812543268,0.11227466206282863
897,HIP 69454,M2V,85.61643835616437,0.0,11.719999999999999,10.19,0.0,0.0,6.951,6.394,6.13,11.68,1.53,9.852785786118096,-0.33999999999999986,0.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (213.30206299, -56.74249268, 11.68)>",355.7,178.0,0.0,False,0.5225381900185807,0.529075633879635,0.015180055237567037
898,HIP 69526,K5V,57.37234652897303,0.0,9.09,8.03,0.0,0.0,6.083,5.568,5.469999999999999,17.43,1.06,6.823513064450033,-1.209999999999999,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (213.48893738, 30.21676064, 17.43)>",-398.0,175.4,0.0,False,0.7730735563735296,0.7569650049911417,0.06600558489659258
899,HIP 69671,G1V,47.1253534401508,0.0,6.909999999999999,6.31,0.0,0.0,5.237,5.04,,21.22,0.6,4.67627310217339,-1.63,1.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (213.91075134, -45.00041962, 21.22)>",127.5,-137.6,0.0,False,1.0866602303981165,1.027467686403276,0.1736183658099504
900,HIP 69673 A,K2III,88.80994671403197,0.0,1.19,-0.05,0.0,0.0,-2.252,-2.81,,11.26,1.24,-0.30769195257663745,-0.26,235.32,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (213.91812134, 19.18726921, 11.26)>",-1093.5,-1999.4,0.0,True,2.928279220515292,3.011376026045111,0.04870709852104032
901,HIP 69701,F6III,44.96402877697842,0.0,4.58,4.07,0.0,0.0,3.14,2.909,2.83,22.24,0.51,2.3343260854499013,-1.7400000000000002,10.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.00369263, -5.99952602, 22.24)>",-25.8,-419.8,0.0,False,1.6718469994549707,1.5570952734858603,0.10278322124449518
902,HIP 69713,A9V,34.399724802201575,0.0,4.970000000000001,4.73,0.0,0.0,4.638,4.32,4.29,29.07,0.24,2.412774841147862,-2.3100000000000005,8.93,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.04196167, 51.36701584, 29.07)>",-150.0,89.4,0.0,False,1.646239416837125,1.6438569701707462,0.08696378828007847
903,HIP 69962 A,K4V,45.97701149425287,0.0,10.41,9.11,0.0,0.0,6.637,5.995,5.869999999999999,21.75,1.3,7.422703693546719,-1.6899999999999995,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.74284363, -6.60259581, 21.75)>",-5.2,-432.1,0.0,False,0.7095750268360517,0.6787773069041335,0.016059275988081628
904,HIP 69965,F7V,55.46311702717692,0.0,6.359999999999999,5.88,0.0,0.0,4.956,4.717,4.51,18.03,0.48,4.60002136638799,-1.2800000000000002,1.27,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.75468445, -25.8163166, 18.03)>",-356.4,366.8,0.0,False,1.1009342121770678,1.1014853772590234,0.19953928977411287
905,HIP 69972,K3V,84.74576271186439,0.0,7.7,6.66,0.0,0.0,4.976,4.671,,11.8,1.04,6.300589963469372,-0.3600000000000003,0.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.77230835, -59.37706757, 11.8)>",-454.5,-810.0,0.0,False,0.8358851432205926,0.8664801634201925,0.23150427757413378
906,HIP 69989,F5IV,38.31417624521072,0.0,5.8,5.41,0.0,0.0,4.739,4.538,4.390000000000001,26.1,0.39,3.326797463308595,-2.08,3.93,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.81756592, 13.00437737, 26.1)>",105.9,-32.2,0.0,False,1.382345738957078,1.4674843923143073,0.1261166110320357
907,HIP 70016,K1V,47.892720306513404,0.0,8.43,7.57,0.0,0.0,6.089,5.643,5.53,20.88,0.86,5.971347528348877,-1.6000000000000005,0.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (214.89680481, -5.15089798, 20.88)>",-631.7,-122.1,0.0,False,0.8794193397294323,0.9045883570196096,0.07818362955211344
908,HIP 70218,K5V,69.68641114982577,0.0,9.84,8.56,0.0,0.0,6.135,5.559,5.42,14.35,1.28,7.775740494649945,-0.7800000000000002,0.14,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (215.49017334, 29.63036537, 14.35)>",-631.5,-307.1,0.0,False,0.6759162023141848,0.6848595057229169,0.05844852925546519
909,HIP 70319,G5V,58.17335660267596,0.0,6.89,6.25,0.0,0.0,5.053,4.814,4.64,17.19,0.64,5.073620616564738,-1.1799999999999997,0.86,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (215.81314087, 1.24273002, 17.19)>",223.7,-477.5,0.0,False,1.0163004918874206,1.083310357249499,0.20712268626726274
910,HIP 70497,F7V,68.82312456985547,0.0,4.54,4.04,0.0,0.0,3.179,2.98,2.7800000000000002,14.53,0.5,3.228671928509893,-0.81,4.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (216.30007935, 51.85171509, 14.53)>",-236.1,-399.1,0.0,False,1.4078805361756195,1.3593935640795518,0.18545804714813482
911,HIP 70529,M1V,61.12469437652811,0.0,11.19,9.77,0.0,0.0,6.769,6.162,5.97,16.36,1.42,8.70108350332348,-1.0700000000000003,0.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (216.42904663, 23.61979485, 16.36)>",794.5,-1115.5,0.0,False,0.5990715932743995,0.5963836026780908,0.012797594514431968
912,HIP 70536,M2V,62.30529595015576,0.0,11.43,9.98,0.0,0.0,6.889,6.302,6.09,16.05,1.45,8.952624816295547,-1.0300000000000011,0.08,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (216.442276, 23.62319565, 16.05)>",795.2,-1119.2,0.0,False,0.5807079267180147,0.5639816246780346,0.010411100763822683
913,HIP 70857,G5V,50.27652086475616,0.0,7.6499999999999995,6.89,0.0,0.0,5.425,5.011,4.92,19.89,0.76,5.396826084377822,-1.5,0.71,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (217.34403992, 80.81017303, 19.89)>",-73.7,-132.9,0.0,False,0.9637114439593374,0.9439085272724592,0.14078811451101786
914,HIP 70873,G5V,42.122999157540015,0.0,7.0600000000000005,6.36,0.0,0.0,5.105,4.847,4.74,23.74,0.7,4.482596426907138,-1.88,1.48,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (217.40284729, 41.79644775, 23.74)>",161.1,-220.9,0.0,False,1.1234276698746122,1.08209348836568,0.15161817924418358
915,HIP 70890,M5V,769.230769230769,0.0,12.82,11.01,0.0,0.0,5.357,4.835,,1.3,1.81,15.440283238465817,4.43,0.003019951720402016,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (217.44894409, -62.68135071, 1.3)>",-3775.6,768.2,0.0,False,0.33312732516790017,0.3512695263360454,0.23931213663917295
916,HIP 70950,K3V,44.014084507042256,0.0,9.729999999999999,8.7,0.0,0.0,6.756,6.308,6.129999999999999,22.72,1.03,6.917958364805093,-1.7799999999999994,0.22,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (217.68884277, 35.45326614, 22.72)>",-480.6,199.1,0.0,False,0.7624944282545449,0.7943080785376013,0.02196185700265689
917,HIP 70956,K5V,58.85815185403178,0.0,10.81,9.39,0.0,0.0,6.616,6.007,5.760000000000001,16.99,1.42,8.239033105654773,-1.1500000000000004,0.12,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (217.70195007, -8.645751, 16.99)>",-1269.4,-241.2,0.0,False,0.6355136280604656,0.6234593258511391,0.018662918121957753
918,HIP 71075,A7III,37.57985719654265,0.0,3.23,3.04,0.0,0.0,2.646,2.571,2.5700000000000003,26.61,0.19,0.9147756272430558,-2.13,35.47,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.01982117, 38.30788422, 26.61)>",-115.5,151.9,0.0,False,2.2372852278537105,2.1159841193870745,0.04925547642118852
919,HIP 71181,K3V,75.64296520423599,0.0,8.24,7.24,0.0,0.0,5.436,4.872,4.79,13.22,1.0,6.633842724251894,-0.6100000000000003,0.27,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.37104797, 52.90818787, 13.22)>",-192.2,247.5,0.0,False,0.7950068305041342,0.7438862449655509,0.1656027928843689
920,HIP 71192,F5V,33.86386725364036,0.0,7.1,6.6,0.0,0.0,5.556,5.342,5.25,29.53,0.5,4.248682765174608,-2.3499999999999996,1.75,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.39778137, 65.39531708, 29.53)>",55.4,45.0,0.0,False,1.1701577743179155,1.196270573181188,0.10688439574853892
921,HIP 71251,F7V,34.129692832764505,0.0,6.9799999999999995,6.47,0.0,0.0,5.45,5.202,5.18,29.3,0.51,4.135661898229452,-2.34,1.94,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.56541443, 57.0658226, 29.3)>",217.2,-232.5,0.0,False,1.1936927568322386,1.1335548688743065,0.11716437239136855
922,HIP 71253,M4V,160.7717041800643,0.0,12.92,11.32,0.0,0.0,6.838,6.262,5.94,6.22,1.6,12.351048076545908,1.0299999999999994,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.57093811, -12.52100086, 6.22)>",-357.5,595.1,0.0,False,0.4090237853884099,0.409480806513788,0.017475100957308747
923,HIP 71284,F3V,63.17119393556537,0.0,4.83,4.47,0.0,0.0,3.561,3.462,3.53,15.83,0.36,3.47259542568822,-0.9999999999999996,3.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.66954041, 29.74480629, 15.83)>",188.3,132.7,0.0,False,1.345528692543545,1.386434805694949,0.18855434931502682
924,HIP 71311,K8V,49.43153732081067,0.0,10.86,9.58,0.0,0.0,7.107,6.467,6.35,20.23,1.28,8.050020586145976,-1.5299999999999994,0.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (218.7429657, 33.74613571, 20.23)>",-711.5,243.1,0.0,False,0.6515057528014156,0.6801226840750929,0.010423398792696863
925,HIP 71395,K0V,60.6060606060606,0.0,8.46,7.49,0.0,0.0,5.772,5.303,5.15,16.5,0.97,6.402580278930468,-1.0899999999999999,0.32,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (219.00183105, 9.74712467, 16.5)>",205.5,-249.7,0.0,False,0.8230464028861609,0.8102979547029884,0.1191889534837646
926,HIP 71481,K3V,38.41721091048789,0.0,8.959999999999999,8.27,0.0,0.0,6.549,6.106,6.0,26.03,0.69,6.192629159453821,-2.079999999999999,0.37,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (219.27041626, -25.80223274, 26.03)>",-21.2,-136.2,0.0,False,0.8498026503617843,0.7965956440323148,0.0273500312753556
927,HIP 71530,F7V,35.85514521333811,0.0,6.54,6.03,0.0,0.0,5.172,4.905,4.7700000000000005,27.89,0.51,3.802757428669751,-2.2300000000000004,2.61,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (219.44499207, -67.93132782, 27.89)>",-348.3,-281.4,0.0,False,1.2668650463512934,1.196207964493753,0.12725760543673612
928,HIP 71681,K0V,746.2686567164178,0.0,2.25,1.35,0.0,0.0,-1.454,-1.886,-0.6299999999999999,1.34,0.9,5.714476008175961,4.369999999999999,0.52,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (219.91412354, -60.83946991, 1.34)>",-3600.3,952.1,0.0,True,0.9157322189269699,0.8771519632119458,0.36767412330554144
929,HIP 71683,G2V,746.2686567164178,0.0,0.7,-0.01,0.0,0.0,-1.454,-1.886,-1.48,1.34,0.71,4.354476008175961,4.37,1.61,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (219.92041016, -60.83514786, 1.34)>",-3678.2,481.8,0.0,True,1.1486988434718663,1.1605448300481715,0.2830837803442699
930,HIP 71735,G6V,37.70739064856711,0.0,8.05,7.38,0.0,0.0,6.14,5.8,5.7,26.52,0.67,5.262132401336323,-2.12,0.73,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (220.11599731, -57.02878952, 26.52)>",395.2,-316.4,0.0,False,0.9851470345480567,1.047536618757925,0.06905163045295502
931,HIP 71743,G6V,42.229729729729726,0.0,7.98,7.24,0.0,0.0,5.947,5.629,5.54,23.68,0.74,5.3680915097455895,-1.87,0.68,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (220.12989807, -16.20913124, 23.68)>",-111.9,-65.2,0.0,False,0.9682282006075235,1.0325179080770472,0.09144956311819502
932,HIP 71855,G5V,50.0,0.0,7.44,6.73,0.0,0.0,5.525,5.214,5.07,20.0,0.71,5.224850021680094,-1.5,0.75,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (220.46743774, -75.13943481, 20.)>",120.4,-19.4,0.0,False,0.9912000156528673,1.041736411215326,0.15098133982590342
933,HIP 71908,A5V,60.35003017501508,0.0,3.42,3.16,0.0,0.0,2.544,2.471,2.74,16.57,0.26,2.0633874579033167,-1.1,12.53,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (220.62785339, -64.97457123, 16.57)>",-192.6,-234.1,0.0,False,1.764334922642481,1.7664580536937275,0.11808835842020733
934,HIP 71914 A,M0V,46.33920296570899,0.0,10.39,9.1,0.0,0.0,6.596,5.972,5.82,21.58,1.29,7.42974279826554,-1.67,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (220.64085388, 19.48015594, 21.58)>",-253.8,-153.5,0.0,False,0.7088780429245037,0.6726560098401555,0.014937213364343635
935,HIP 71957,F2V,54.73453749315817,0.0,4.25,3.86,0.0,0.0,3.335,3.069,2.8499999999999996,18.27,0.39,2.551307263237311,-1.31,8.02,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (220.7648468, -5.65742922, 18.27)>",104.2,-319.9,0.0,False,1.6022455354326985,1.4943620817905405,0.13092508714187934
936,HIP 72119,K3V,34.71017007983339,0.0,9.34,8.4,0.0,0.0,6.717,6.264,,28.81,0.94,6.102283708597936,-2.3000000000000007,0.4,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (221.29309082, -49.91532898, 28.81)>",-662.2,-391.2,0.0,True,0.8617145560315488,0.900594247393194,0.019225119262473587
937,HIP 72146,K0V,52.91005291005291,0.0,8.77,7.84,0.0,0.0,6.197,5.668,5.59,18.9,0.93,6.45769097913378,-1.38,0.29,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (221.35134888, 13.84686375, 18.9)>",-232.9,-225.7,0.0,False,0.8162311841010776,0.7592602504433248,0.07605577719737833
938,HIP 72200,K2V,39.729837107667855,0.0,8.84,7.96,0.0,0.0,6.42,6.057,5.97,25.17,0.88,5.955583922258186,-2.0,0.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (221.51275635, 27.51244736, 25.17)>",18.4,-42.2,0.0,False,0.8815867613680978,0.9243490275520412,0.0409597863050978
939,HIP 72237,K5V,58.0046403712297,0.0,10.489999999999998,9.2,0.0,0.0,6.821,6.217,6.029999999999999,17.24,1.29,8.01731369255653,-1.1799999999999997,0.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (221.59729004, 16.49893951, 17.24)>",-110.8,-919.6,0.0,False,0.6543404410597012,0.6159791410473546,0.020217705266499394
940,HIP 72312,K1V,51.626226122870406,0.0,8.66,7.77,0.0,0.0,6.151,5.688,5.609999999999999,19.37,0.89,6.334351896404446,-1.4299999999999997,0.31,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (221.8177948, 2.70341706, 19.37)>",-289.1,-79.3,0.0,False,0.831602268953337,0.8199566694329654,0.07341329794296513
941,HIP 72493 A,K0V,40.11231448054553,0.0,8.1,7.26,0.0,0.0,5.712,5.286,5.17,24.93,0.84,5.276388607481133,-1.9799999999999995,0.81,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.34950256, -67.23519135, 24.93)>",-107.3,-320.9,0.0,False,0.9828463337783022,1.0390065262876829,0.08261869445718893
942,HIP 72509,M5V,214.59227467811158,0.0,13.57,12.07,0.0,0.0,,,7.890000000000001,4.66,1.5,13.72807041655,1.6500000000000004,0.003019951720402016,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.38618469, -26.11117744, 4.66)>",-1421.6,-203.6,0.0,False,0.3683194376667692,0.3938782165548415,0.012324483737113189
943,HIP 72511,M5V,248.13895781637711,0.0,13.14,11.66,0.0,0.0,,,7.5600000000000005,4.03,1.48,13.633474769294452,1.9700000000000006,0.003019951720402016,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.38963318, -26.10603333, 4.03)>",-1389.7,135.8,0.0,False,0.37072681404924945,0.39568167953429817,0.02151373628812531
944,HIP 72567,G2V,55.03577325261419,0.0,6.44,5.86,0.0,0.0,4.998,4.688,4.460000000000001,18.17,0.58,4.5632253634598285,-1.3000000000000007,1.32,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.56549072, 23.91176414, 18.17)>",144.7,32.4,0.0,False,1.1079152393353913,1.079100712472151,0.19801622460989418
945,HIP 72603,F3V,43.51610095735421,0.0,5.550000000000001,5.15,0.0,0.0,4.475,4.266,4.130000000000001,22.98,0.4,3.3432498782386677,-1.8100000000000005,3.88,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.67193604, -15.99709225, 22.98)>",-135.9,-59.5,0.0,False,1.3781246524601116,1.4368242588644284,0.1406809911549462
946,HIP 72622,A3V,43.029259896729776,0.0,2.9,2.75,0.0,0.0,2.467,2.439,2.38,23.24,0.15,0.9188193814085341,-1.83,36.16,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.71990967, -16.04161072, 23.24)>",-105.7,-69.0,0.0,False,2.235356917522372,2.391450808072689,0.056514011947259135
947,HIP 72634 A,K0V,33.96739130434782,0.0,8.16,7.4,0.0,0.0,6.281,5.916,5.82,29.44,0.76,5.055310971672695,-2.3400000000000007,0.86,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.76017761, 9.72353172, 29.44)>",-216.3,57.8,0.0,False,1.019400172293402,1.0378213660807827,0.055912140742019584
948,HIP 72659 A,G7V,147.49262536873155,0.0,5.39,4.67,0.0,0.0,2.66,2.253,2.57,6.78,0.72,5.513851530664683,0.8499999999999996,0.65,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.84701538, 19.10063362, 6.78)>",152.8,-71.3,0.0,True,0.9456241653282427,0.902815955548804,0.34822671006656164
949,HIP 72688,K3V,58.719906048150314,0.0,8.83,7.81,0.0,0.0,5.99,5.493,5.39,17.03,1.02,6.653926760186994,-1.1599999999999993,0.26,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (222.92112732, -24.30308342, 17.03)>",-943.3,-431.7,0.0,False,0.7926399126110417,0.7564394782811915,0.08745549263702386
950,HIP 72848,K2V,86.88097306689833,0.0,6.84,6.0,0.0,0.0,4.882,4.165,,11.51,0.84,5.6946233818510406,-0.3099999999999996,0.54,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (223.35015869, 19.15227127, 11.51)>",-442.8,216.8,0.0,False,0.9186288862734042,0.8936805802267785,0.2721680159261359
951,HIP 72875,K3V,42.4628450106157,0.0,9.6,8.61,0.0,0.0,6.783,6.297,6.139999999999999,23.55,0.99,6.750045442675425,-1.8599999999999994,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (223.42539978, 23.34516716, 23.55)>",-824.1,2.3,0.0,False,0.7814588137467581,0.7595021588227548,0.022337356325802634
952,HIP 72944,M2V,103.62694300518133,0.0,11.690000000000001,10.15,0.0,0.0,6.633,5.99,5.680000000000001,9.65,1.54,10.227363433281038,0.08000000000000007,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (223.62112427, 16.10135841, 9.65)>",275.9,-122.1,0.0,False,0.5014363223939938,0.4845687690449394,0.022429524422035833
953,HIP 73005,K1V,42.75331338178709,0.0,8.559999999999999,7.77,0.0,0.0,6.268,5.893,5.8,23.39,0.79,5.924848890954235,-1.8399999999999999,0.43,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (223.80000305, 53.67918396, 23.39)>",-970.9,478.8,0.0,False,0.8858352159083036,0.845648546507715,0.054846024008555525
954,HIP 73066,K3V,36.36363636363636,0.0,10.01,9.0,0.0,0.0,7.125,6.641,6.48,27.5,1.01,6.803336530848687,-2.2,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (223.97952271, -27.12723732, 27.5)>",-103.0,-22.6,0.0,False,0.7753626955743779,0.7799077673836711,0.010666898262716358
955,HIP 73100,F7V,39.8247710075667,0.0,6.14,5.63,0.0,0.0,4.685,4.464,4.41,25.11,0.51,3.6307664364353878,-2.0,3.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (224.09558105, 49.6289978, 25.11)>",110.8,-226.4,0.0,False,1.3070506132216655,1.262740315621169,0.13782570451269188
956,HIP 73165,F2V,37.174721189591075,0.0,4.78,4.46,0.0,0.0,4.125,3.824,3.65,26.9,0.32,2.3112385999879597,-2.14,9.79,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (224.29606628, -4.34608603, 26.9)>",-97.8,-154.6,0.0,False,1.6794811699471566,1.6709400145459123,0.08915429939939287
957,HIP 73182,M2V,170.6484641638225,0.0,9.56,8.07,0.0,0.0,4.55,3.91,3.2600000000000007,5.86,1.49,9.230511919909546,1.1600000000000001,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (224.35801697, -21.4074688, 5.86)>",987.0,-1666.8,0.0,True,0.5615416319456503,0.5996949816256877,0.22773154499277132
958,HIP 73184,K4V,170.6484641638225,0.0,6.74,5.72,0.0,0.0,3.663,3.085,2.7499999999999996,5.86,1.02,6.880511919909546,1.1600000000000001,0.29,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (224.3639679, -21.41128159, 5.86)>",1034.2,-1725.6,0.0,True,0.7666622415838126,0.7834281996044358,0.3825220367337678
959,HIP 73241,G4V,41.92872117400418,0.0,7.06,6.35,0.0,0.0,5.123,4.824,4.609999999999999,23.85,0.71,4.462558083119337,-1.8899999999999997,1.56,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (224.53672791, -48.86219025, 23.85)>",-15.5,-337.1,0.0,True,1.1273293434560328,1.1000385539854993,0.15268400532532372
960,HIP 73457,M2V,51.70630816959668,0.0,10.86,9.49,0.0,0.0,6.829,6.148,5.99,19.34,1.37,8.057717651265087,-1.4299999999999997,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (225.18092346, -11.13396072, 19.34)>",-19.0,-480.3,0.0,False,0.650841584102762,0.6784730846667383,0.01168970896673908
961,HIP 73470 A,M0V,84.81764206955046,0.0,10.58,9.15,0.0,0.0,6.198,5.604,5.380000000000001,11.79,1.43,8.792430974524555,-0.3600000000000012,0.08,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (225.23074341, 45.42530823, 11.79)>",241.1,370.5,0.0,False,0.5922875899848786,0.5699603478753493,0.047310232797855116
962,HIP 73547,G6V,37.20238095238095,0.0,8.46,7.74,0.0,0.0,6.419,6.054,5.95,26.88,0.72,5.592853678091062,-2.1500000000000004,0.56,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (225.47203064, -47.0072937, 26.88)>",-25.2,-73.1,0.0,False,0.9336878113782842,0.9752127571696888,0.04903308028008704
963,HIP 73633 A,K3V,40.700040700040695,0.0,10.13,8.98,0.0,0.0,6.798,6.287,,24.57,1.15,7.027974217599596,-1.9500000000000002,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (225.77513123, -41.99206543, 24.57)>",109.9,-202.5,0.0,False,0.7504490483138572,0.7294564935990543,0.014568917993871477
964,HIP 73695 A,G2V,79.93605115907275,0.0,5.48,4.83,0.0,0.0,3.416,3.125,3.1,12.51,0.65,4.3437134515329,-0.4900000000000002,1.74,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (225.94866943, 47.65401459, 12.51)>",-436.2,18.9,0.0,True,1.1508571436912074,1.1242556150218932,0.2453210648507085
965,HIP 73941,F8V,33.52329869259135,0.0,6.859999999999999,6.35,0.0,0.0,5.317,5.125,,29.83,0.51,3.976733733189686,-2.3699999999999997,2.22,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (226.64663696, 36.45596313, 29.83)>",-64.3,40.4,0.0,False,1.2278903352554575,1.2589678073019004,0.11878721176078035
966,HIP 73996,F5V,51.15089514066496,0.0,5.359999999999999,4.93,0.0,0.0,4.246,4.013,2.7399999999999998,19.55,0.43,3.474266191340571,-1.4599999999999995,4.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (226.82478333, 24.86959267, 19.55)>",184.8,-163.5,0.0,False,1.3451143967136685,1.2544469867735029,0.15285405921376274
967,HIP 74045,G5V,34.73428273706148,0.0,9.690000000000001,8.73,0.0,0.0,6.827,6.327,6.200000000000001,28.79,0.96,6.433791675609591,-2.3000000000000007,0.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (226.98576355, 76.20033264, 28.79)>",-131.9,169.3,0.0,False,0.8191762584236089,0.814728984452927,0.014945063988345426
968,HIP 74273,G2V,41.32231404958677,0.0,6.91,6.29,0.0,0.0,5.214,5.022,4.84,24.2,0.62,4.370923170097844,-1.92,1.59,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (227.68737793, -61.42229462, 24.2)>",-184.9,-11.3,0.0,False,1.1454112799227878,1.1920062930794952,0.15231675826845353
969,HIP 74432,G5V,36.710719530102786,0.0,7.37,6.69,0.0,0.0,5.403,5.09,5.03,27.24,0.68,4.513964483796262,-2.1800000000000006,1.45,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (228.18270874, 19.285326, 27.24)>",-595.3,288.5,0.0,True,1.117357269542086,1.162275292188067,0.10880772659602787
970,HIP 74500,G5V,38.153376573826776,0.0,7.17,6.46,0.0,0.0,5.268,5.121,4.88,26.21,0.71,4.367664895266998,-2.09,1.63,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (228.37051392, -25.30916405, 26.21)>",-399.0,-75.1,0.0,False,1.1460615379386208,1.1739015701765927,0.12937312720171024
